Date, Open, High, Low, Close
02/17/23, 15372.06, 15514.72, 15300.42, 15482.00
02/16/23, 15612.43, 15634.04, 15417.17, 15533.64
02/15/23, 15394.44, 15520.39, 15388.85, 15506.34
02/14/23, 15419.00, 15526.28, 15366.37, 15380.56
02/13/23, 15322.06, 15409.27, 15305.94, 15397.34
02/10/23, 15438.94, 15487.98, 15246.39, 15307.98
02/09/23, 15560.15, 15658.56, 15519.63, 15523.42
02/08/23, 15450.67, 15486.13, 15371.93, 15412.05
02/07/23, 15359.59, 15363.41, 15273.60, 15320.88
02/06/23, 15367.04, 15406.93, 15275.57, 15345.91
02/03/23, 15408.40, 15476.67, 15347.86, 15476.43
02/02/23, 15275.00, 15520.97, 15264.31, 15509.19
02/01/23, 15125.12, 15222.34, 15107.83, 15180.74
01/31/23, 15081.17, 15136.22, 14993.59, 15128.27
01/30/23, 15070.30, 15161.07, 14988.98, 15126.08
01/27/23, 15115.75, 15186.49, 15077.62, 15150.03
01/26/23, 15146.29, 15151.54, 15068.72, 15132.85
01/25/23, 15095.72, 15114.41, 14969.65, 15081.64
01/24/23, 15140.50, 15147.45, 15022.55, 15093.11
01/23/23, 15077.40, 15145.90, 15022.83, 15102.95
01/20/23, 14986.52, 15034.43, 14940.68, 15033.56
01/19/23, 15115.55, 15134.07, 14906.27, 14920.36
01/18/23, 15182.95, 15250.36, 15156.89, 15181.80
01/17/23, 15130.03, 15269.71, 15083.95, 15187.07
01/16/23, 15112.05, 15153.19, 15083.94, 15134.04
01/13/23, 15063.21, 15132.37, 15041.16, 15086.52
01/12/23, 14972.28, 15095.03, 14934.51, 15058.30
01/11/23, 14805.40, 14965.47, 14794.99, 14947.91
01/10/23, 14741.97, 14790.82, 14692.74, 14774.60
01/09/23, 14650.73, 14832.89, 14628.61, 14792.83
01/06/23, 14476.72, 14610.23, 14388.98, 14610.02
01/05/23, 14451.23, 14501.60, 14403.73, 14436.31
01/04/23, 14266.98, 14492.78, 14264.60, 14490.78
01/03/23, 14116.07, 14293.87, 14083.76, 14181.67
01/02/23, 13992.71, 14095.91, 13976.44, 14069.26
12/30/22, 14005.84, 14008.97, 13922.55, 13923.59
12/29/22, 13890.81, 14071.72, 13871.32, 14071.72
12/28/22, 14013.72, 14018.47, 13914.62, 13925.60
12/27/22, 14047.42, 14063.14, 13966.35, 13995.10
12/23/22, 13945.59, 14000.68, 13874.50, 13940.93
12/22/22, 14113.01, 14160.87, 13890.54, 13914.07
12/21/22, 13944.69, 14099.75, 13912.17, 14097.82
12/20/22, 13829.90, 13931.29, 13791.52, 13884.66
12/19/22, 13934.75, 14001.37, 13927.05, 13942.87
12/16/22, 13978.44, 14011.26, 13815.24, 13893.07
12/15/22, 14351.31, 14363.12, 13982.59, 13986.23
12/14/22, 14453.54, 14470.74, 14375.95, 14460.20
12/13/22, 14345.88, 14675.84, 14302.49, 14497.89
12/12/22, 14300.43, 14366.39, 14262.60, 14306.63
12/09/22, 14325.80, 14385.57, 14217.96, 14370.72
12/08/22, 14277.75, 14298.81, 14196.77, 14264.56
12/07/22, 14304.95, 14372.35, 14218.18, 14261.19
12/06/22, 14406.87, 14471.50, 14305.26, 14343.19
12/05/22, 14487.43, 14507.16, 14394.37, 14447.61
12/02/22, 14465.70, 14584.59, 14372.42, 14529.39
12/01/22, 14543.80, 14563.70, 14423.79, 14490.30
11/30/22, 14429.22, 14487.70, 14363.32, 14397.04
11/29/22, 14404.67, 14429.87, 14327.04, 14355.45
11/28/22, 14471.10, 14514.73, 14374.15, 14383.36
11/25/22, 14547.58, 14571.66, 14498.05, 14541.38
11/24/22, 14456.15, 14570.71, 14447.55, 14539.56
11/23/22, 14438.20, 14446.33, 14363.51, 14427.59
11/22/22, 14352.54, 14485.49, 14343.80, 14422.35
11/21/22, 14395.53, 14425.95, 14321.84, 14379.93
11/18/22, 14320.61, 14457.76, 14300.21, 14431.86
11/17/22, 14348.46, 14384.54, 14149.70, 14266.38
11/16/22, 14374.86, 14382.62, 14195.31, 14234.03
11/15/22, 14372.42, 14440.78, 14266.42, 14378.51
11/14/22, 14295.81, 14431.18, 14243.35, 14313.30
11/11/22, 14179.39, 14263.53, 14172.47, 14224.86
11/10/22, 13603.79, 14157.25, 13599.35, 14146.09
11/09/22, 13653.98, 13691.12, 13557.08, 13666.32
11/08/22, 13506.65, 13689.61, 13487.91, 13688.75
11/07/22, 13398.79, 13611.30, 13391.00, 13533.52
11/04/22, 13201.24, 13542.35, 13193.51, 13459.85
11/03/22, 13130.97, 13194.32, 13022.64, 13130.19
11/02/22, 13369.33, 13398.64, 13255.07, 13256.74
11/01/22, 13344.85, 13444.07, 13287.07, 13338.74
10/31/22, 13254.31, 13307.09, 13216.48, 13253.74
10/28/22, 13072.92, 13250.66, 13051.25, 13243.33
10/27/22, 13152.99, 13259.49, 13062.04, 13211.23
10/26/22, 13054.49, 13203.24, 13023.40, 13195.81
10/25/22, 12965.19, 13053.24, 12789.26, 13052.96
10/24/22, 12868.77, 13020.45, 12747.38, 12931.45
10/21/22, 12641.12, 12775.52, 12548.15, 12730.90
10/20/22, 12685.16, 12818.34, 12628.78, 12767.41
10/19/22, 12817.63, 12819.11, 12705.26, 12741.41
10/18/22, 12788.53, 12931.76, 12746.36, 12765.61
10/17/22, 12467.54, 12716.81, 12398.05, 12649.03
10/14/22, 12549.02, 12676.42, 12395.99, 12437.81
10/13/22, 12114.23, 12379.24, 12000.43, 12355.58
10/12/22, 12207.97, 12298.62, 12104.62, 12172.26
10/11/22, 12168.66, 12258.15, 12097.68, 12220.25
10/10/22, 12175.52, 12410.83, 12174.63, 12272.94
10/07/22, 12414.78, 12497.52, 12272.59, 12273.00
10/06/22, 12593.41, 12643.22, 12421.89, 12470.78
10/05/22, 12611.07, 12661.88, 12455.36, 12517.18
10/04/22, 12360.72, 12673.35, 12358.98, 12670.48
10/03/22, 11951.84, 12227.87, 11893.94, 12209.48
09/30/22, 12063.09, 12137.77, 11973.91, 12114.36
09/29/22, 12143.21, 12147.31, 11866.98, 11975.55
09/28/22, 12025.43, 12198.37, 11862.84, 12183.28
09/27/22, 12332.85, 12414.09, 12139.68, 12139.68
09/26/22, 12231.84, 12368.49, 12184.00, 12227.92
09/23/22, 12506.64, 12521.25, 12180.76, 12284.19
09/22/22, 12531.66, 12781.56, 12526.61, 12531.63
09/21/22, 12555.31, 12771.78, 12520.81, 12767.15
09/20/22, 12849.78, 12936.57, 12638.22, 12670.83
09/19/22, 12685.29, 12866.70, 12606.64, 12803.24
09/16/22, 12814.92, 12815.33, 12699.22, 12741.26
09/15/22, 13040.36, 13111.38, 12927.20, 12956.66
09/14/22, 13131.34, 13192.82, 12952.09, 13028.00
09/13/22, 13450.39, 13564.83, 13183.19, 13188.95
09/12/22, 13171.92, 13441.54, 13165.78, 13402.27
09/09/22, 12926.15, 13121.13, 12925.57, 13088.21
09/08/22, 12985.61, 13008.82, 12688.87, 12904.32
09/07/22, 12770.72, 12953.99, 12736.09, 12915.97
09/06/22, 12807.27, 12927.79, 12760.04, 12871.44
09/05/22, 12827.58, 12827.58, 12617.40, 12760.78
09/02/22, 12768.44, 13051.57, 12736.01, 13050.27
09/01/22, 12713.75, 12743.05, 12603.58, 12630.23
08/31/22, 13018.48, 13020.54, 12814.81, 12834.96
08/30/22, 12919.43, 13154.15, 12885.08, 12961.14
08/29/22, 12838.42, 12942.46, 12758.44, 12892.99
08/26/22, 13335.10, 13375.02, 12939.96, 12971.47
08/25/22, 13328.49, 13364.55, 13210.99, 13271.96
08/24/22, 13131.12, 13238.61, 13085.20, 13220.06
08/23/22, 13163.52, 13298.26, 13156.44, 13194.23
08/22/22, 13471.44, 13510.29, 13189.27, 13230.57
08/19/22, 13591.24, 13660.34, 13525.69, 13544.52
08/18/22, 13653.82, 13775.66, 13638.16, 13697.41
08/17/22, 13928.12, 13930.57, 13610.44, 13626.71
08/16/22, 13849.62, 13947.85, 13824.97, 13910.12
08/15/22, 13847.88, 13857.98, 13736.00, 13816.61
08/12/22, 13709.83, 13813.05, 13705.02, 13795.85
08/11/22, 13747.07, 13763.26, 13661.17, 13694.51
08/10/22, 13482.63, 13715.56, 13455.70, 13700.93
08/09/22, 13703.38, 13745.59, 13514.71, 13534.97
08/08/22, 13703.38, 13745.59, 13604.55, 13687.69
08/05/22, 13642.91, 13693.34, 13562.62, 13573.93
08/04/22, 13629.70, 13792.88, 13628.57, 13662.68
08/03/22, 13398.70, 13595.07, 13388.34, 13587.56
08/02/22, 13419.19, 13484.55, 13335.39, 13449.20
08/01/22, 13471.20, 13570.22, 13464.90, 13479.63
07/29/22, 13353.28, 13515.03, 13340.59, 13484.05
07/28/22, 13214.41, 13289.39, 13091.26, 13282.11
07/27/22, 13158.64, 13204.58, 13089.96, 13166.38
07/26/22, 13181.92, 13197.95, 13042.41, 13096.93
07/25/22, 13183.24, 13337.06, 13151.86, 13210.32
07/22/22, 13179.56, 13367.04, 13171.14, 13253.68
07/21/22, 13261.82, 13318.64, 13097.75, 13246.64
07/20/22, 13356.67, 13399.40, 13129.13, 13281.98
07/19/22, 12884.83, 13351.20, 12827.89, 13308.41
07/18/22, 12935.05, 13062.23, 12913.69, 12959.81
07/15/22, 12562.15, 12875.67, 12532.94, 12864.72
07/14/22, 12759.29, 12788.01, 12434.29, 12519.66
07/13/22, 12800.87, 12851.90, 12625.22, 12756.32
07/12/22, 12751.30, 12905.48, 12655.06, 12905.48
07/11/22, 12783.09, 12934.87, 12774.23, 12832.44
07/08/22, 12814.10, 13019.13, 12766.80, 13015.23
07/07/22, 12757.63, 12867.71, 12693.65, 12843.22
07/06/22, 12587.55, 12668.68, 12509.22, 12594.52
07/05/22, 12851.29, 12870.24, 12390.95, 12401.20
07/04/22, 12904.09, 12919.70, 12741.63, 12773.38
07/01/22, 12627.66, 12894.38, 12623.23, 12813.03
06/30/22, 12795.22, 12811.43, 12618.68, 12783.77
06/29/22, 13089.99, 13132.36, 12946.76, 13003.35
06/28/22, 13264.62, 13358.62, 13221.04, 13231.82
06/27/22, 13217.90, 13378.42, 13126.86, 13186.07
06/24/22, 12949.87, 13160.71, 12904.86, 13118.13
06/23/22, 13082.62, 13120.31, 12912.59, 12912.59
06/22/22, 13062.26, 13206.11, 12965.69, 13144.28
06/21/22, 13335.15, 13443.77, 13273.20, 13292.40
06/20/22, 13207.79, 13265.60, 13106.38, 13265.60
06/17/22, 13092.85, 13237.70, 13020.42, 13126.26
06/16/22, 13440.43, 13443.32, 13007.91, 13038.49
06/15/22, 13480.50, 13566.80, 13358.40, 13485.29
06/14/22, 13557.44, 13569.93, 13294.00, 13304.39
06/13/22, 13564.47, 13648.84, 13379.87, 13427.03
06/10/22, 14110.03, 14121.07, 13749.77, 13761.83
06/09/22, 14364.59, 14420.73, 14186.93, 14198.80
06/08/22, 14595.78, 14602.06, 14378.50, 14445.99
06/07/22, 14569.30, 14590.69, 14458.34, 14556.62
06/06/22, 14576.87, 14709.38, 14548.26, 14653.81
06/03/22, 14585.18, 14589.91, 14443.11, 14460.09
06/02/22, 14394.36, 14492.78, 14393.04, 14485.17
06/01/22, 14478.37, 14489.00, 14329.51, 14340.47
05/31/22, 14513.34, 14547.09, 14359.39, 14388.35
05/30/22, 14572.80, 14589.45, 14509.58, 14575.98
05/27/22, 14289.53, 14463.50, 14246.83, 14462.19
05/26/22, 14025.44, 14253.61, 14025.44, 14231.29
05/25/22, 14022.27, 14053.59, 13871.48, 14007.93
05/24/22, 14043.22, 14105.06, 13917.08, 13919.75
05/23/22, 14179.84, 14217.48, 14026.14, 14175.40
05/20/22, 13968.26, 14161.32, 13944.16, 13981.91
05/19/22, 13822.35, 13882.30, 13683.59, 13882.30
05/18/22, 14197.18, 14226.47, 13999.54, 14007.76
05/17/22, 14072.67, 14203.09, 14056.98, 14185.94
05/16/22, 13986.17, 14043.10, 13864.95, 13964.38
05/13/22, 13837.42, 14034.15, 13795.64, 14027.93
05/12/22, 13512.13, 13808.09, 13479.36, 13739.64
05/11/22, 13587.29, 13829.10, 13508.56, 13828.64
05/10/22, 13550.02, 13719.95, 13514.49, 13534.74
05/09/22, 13624.92, 13697.90, 13380.67, 13380.67
05/06/22, 13832.65, 13851.45, 13592.15, 13674.29
05/05/22, 14282.77, 14315.24, 13857.58, 13902.52
05/04/22, 14020.90, 14073.21, 13970.62, 13970.82
05/03/22, 13958.92, 14081.15, 13920.46, 14039.47
05/02/22, 13996.82, 14036.11, 13778.13, 13939.07
04/29/22, 14095.93, 14187.02, 14038.55, 14097.88
04/28/22, 13907.06, 14074.71, 13822.16, 13979.84
04/27/22, 13760.22, 13849.43, 13566.20, 13793.94
04/26/22, 14087.08, 14112.84, 13749.68, 13756.40
04/25/22, 13908.05, 14037.63, 13863.39, 13924.17
04/22/22, 14320.51, 14372.47, 14142.09, 14142.09
04/21/22, 14376.05, 14598.11, 14374.59, 14502.41
04/20/22, 14154.48, 14362.03, 14149.68, 14362.03
04/19/22, 14057.43, 14199.09, 13991.70, 14153.46
04/14/22, 14098.48, 14198.78, 14038.30, 14163.85
04/13/22, 14062.70, 14100.03, 13961.95, 14076.44
04/12/22, 13956.56, 14180.09, 13887.11, 14124.95
04/11/22, 14162.97, 14298.02, 14094.83, 14192.78
04/08/22, 14275.87, 14321.82, 14178.28, 14283.67
04/07/22, 14187.13, 14315.35, 14069.53, 14078.15
04/06/22, 14402.16, 14437.91, 14027.18, 14151.69
04/05/22, 14504.80, 14603.44, 14347.33, 14424.36
04/04/22, 14503.96, 14535.07, 14334.10, 14518.16
04/01/22, 14447.78, 14506.02, 14403.09, 14446.48
03/31/22, 14674.83, 14732.00, 14404.03, 14414.75
03/30/22, 14712.32, 14744.72, 14555.87, 14606.05
03/29/22, 14592.74, 14925.25, 14553.71, 14820.33
03/28/22, 14376.00, 14627.58, 14371.90, 14417.37
03/25/22, 14332.26, 14428.03, 14247.38, 14305.76
03/24/22, 14305.80, 14375.82, 14187.82, 14273.79
03/23/22, 14532.84, 14539.31, 14226.43, 14283.65
03/22/22, 14365.67, 14508.01, 14343.34, 14473.20
03/21/22, 14385.82, 14457.30, 14306.26, 14326.97
03/18/22, 14374.41, 14413.09, 14109.79, 14413.09
03/17/22, 14500.05, 14509.23, 14243.94, 14388.06
03/16/22, 14245.77, 14553.10, 14183.26, 14440.74
03/15/22, 13768.44, 13974.84, 13577.81, 13917.27
03/14/22, 13827.22, 14082.06, 13815.80, 13929.11
03/11/22, 13479.69, 13943.97, 13407.97, 13628.11
03/10/22, 13819.44, 13829.97, 13341.79, 13442.10
03/09/22, 13215.06, 13847.93, 13199.68, 13847.93
03/08/22, 12673.89, 13106.78, 12672.00, 12831.51
03/07/22, 12614.08, 13150.35, 12438.85, 12834.65
03/04/22, 13485.98, 13562.60, 13094.54, 13094.54
03/03/22, 13990.25, 14057.15, 13669.10, 13698.40
03/02/22, 13836.93, 14114.79, 13707.86, 14000.11
03/01/22, 14404.22, 14448.61, 13904.85, 13904.85
02/28/22, 14263.73, 14510.77, 14106.89, 14461.02
02/25/22, 14230.09, 14567.62, 14027.93, 14567.23
02/24/22, 13989.41, 14221.71, 13807.28, 14052.10
02/23/22, 14754.22, 14901.09, 14586.35, 14631.36
02/22/22, 14365.06, 14782.16, 14357.86, 14693.00
02/21/22, 15186.63, 15192.47, 14617.66, 14731.12
02/18/22, 15278.66, 15317.39, 14989.05, 15042.51
02/17/22, 15404.14, 15440.08, 15206.40, 15267.63
02/16/22, 15431.27, 15542.84, 15327.94, 15370.30
02/15/22, 15077.32, 15418.41, 15068.33, 15412.71
02/14/22, 15065.73, 15150.54, 14844.10, 15113.97
02/11/22, 15353.86, 15511.34, 15308.69, 15425.12
02/10/22, 15597.06, 15614.47, 15413.37, 15490.44
02/09/22, 15356.95, 15513.94, 15351.48, 15482.01
02/08/22, 15221.70, 15338.00, 15158.80, 15242.38
02/07/22, 15220.08, 15256.08, 15076.89, 15206.64
02/04/22, 15410.73, 15423.94, 15060.48, 15099.56
02/03/22, 15565.94, 15602.50, 15367.16, 15368.47
02/02/22, 15689.16, 15736.52, 15604.99, 15613.77
02/01/22, 15620.56, 15687.96, 15537.05, 15619.39
01/31/22, 15506.79, 15566.38, 15338.19, 15471.20
01/28/22, 15411.86, 15416.59, 15122.65, 15318.95
01/27/22, 15229.98, 15582.45, 15197.53, 15524.27
01/26/22, 15273.06, 15524.96, 15272.87, 15459.39
01/25/22, 15139.07, 15205.75, 14979.11, 15123.87
01/24/22, 15499.61, 15587.39, 14952.67, 15011.13
01/21/22, 15694.82, 15728.29, 15456.87, 15603.88
01/20/22, 15837.24, 15912.33, 15737.33, 15912.33
01/19/22, 15639.45, 15898.05, 15629.86, 15809.72
01/18/22, 15839.15, 15843.58, 15669.35, 15772.56
01/17/22, 15948.90, 15962.70, 15894.77, 15933.72
01/14/22, 15929.37, 15970.70, 15833.73, 15883.24
01/13/22, 15959.83, 16090.29, 15941.78, 16031.59
01/12/22, 16054.93, 16061.50, 15955.54, 16010.32
01/11/22, 15918.82, 15979.99, 15880.39, 15941.81
01/10/22, 16006.44, 16015.34, 15724.23, 15768.27
01/07/22, 15999.02, 16044.28, 15862.71, 15947.74
01/06/22, 16076.16, 16156.56, 15988.63, 16052.03
01/05/22, 16177.44, 16285.35, 16161.72, 16271.75
01/04/22, 16069.80, 16202.58, 16036.52, 16152.61
01/03/22, 15947.44, 16069.38, 15943.16, 16020.73
12/30/21, 15837.56, 15890.74, 15834.57, 15884.86
12/29/21, 15952.47, 15955.03, 15803.59, 15852.25
12/28/21, 15839.19, 15974.79, 15832.96, 15963.70
12/27/21, 15705.53, 15854.62, 15697.44, 15835.25
12/23/21, 15660.78, 15768.45, 15622.60, 15756.31
12/22/21, 15474.84, 15593.47, 15425.16, 15593.47
12/21/21, 15379.08, 15452.42, 15305.61, 15447.44
12/20/21, 15152.56, 15296.08, 15060.10, 15239.67
12/17/21, 15599.75, 15609.51, 15419.55, 15531.69
12/16/21, 15708.94, 15780.93, 15621.57, 15636.40
12/15/21, 15503.64, 15531.04, 15451.74, 15476.35
